Isolate ID,Sample ID,Genus,Species,sigB AT,Number of  contigs,Genome size (bp),GC (%),N50,Average coverage,Bioproject,SRA Run Accession,WGS Acession,Phylogroup,State,Latitude,Longitude,Elevation (m),Moisture,Total nitrogen (%),Total carbon (%),pH,Organic matter (%),Aluminum (mg/Kg),Calcium (mg/Kg),Copper (mg/Kg),Iron (mg/Kg),Potassium (mg/Kg),Magnesium (mg/Kg),Manganese (mg/Kg),Molybdenum (mg/Kg),Sodium (mg/Kg),Phosphorus (mg/Kg),Sulfur (mg/Kg),Zinc (mg/Kg),Precipitation (mm),Max temperature (C),Min temperature (C),Wind speed (m/s),Open water (%),Developed (< 20% Impervious) (%),Developed (> 20% Impervious) (%),Barren (%),Forest (%),Shrubland (%),Grassland (%),Cropland (%),Pasture (%),Wetland (%)
L7-0587,MD-SERC-1,Listeria,L. booriae,S5039,20,3521507,41.9,587058,152.214,PRJNA561882,SRR11344136,JAARWQ000000000,L12,MD,38.885,-76.5539,7.73,0.2846,0.2009,3.8939,4.15,5.7541,211.8083,346.5201,0.0779,178.4895,81.3008,112.013,16.4803,0.0159,34.3259,10.5323,18.2379,2.5017,,,,,23.8165,8.3926,6.6431,0.0609,34.791,0.7081,0.1975,6.357,7.9934,11.0399
L7-0593,MD-SERC-2,Listeria,L. monocytogenes,233,20,2903023,38.02,241857,54.1623,PRJNA561882,SRR10019256,VTIT00000000,L1,MD,38.8873,-76.5509,6.62,0.3678,0.2042,3.3995,5.328,5.2299,69.4947,1252.6815,0.0752,82.9722,190.6039,212.5912,10.1996,0.0069,33.0423,14.5591,12.2076,2.6296,,,,,24.7233,8.5434,7.2231,0.0588,33.9503,0.6527,0.1968,6.3917,7.5743,10.6855
L7-0594,MD-SERC-2,Listeria,L. monocytogenes,61,35,2982942,37.84,354847,66.0735,PRJNA561882,SRR10019255,VTIS00000000,L3,MD,38.8873,-76.5509,6.62,0.3678,0.2042,3.3995,5.328,5.2299,69.4947,1252.6815,0.0752,82.9722,190.6039,212.5912,10.1996,0.0069,33.0423,14.5591,12.2076,2.6296,,,,,24.7233,8.5434,7.2231,0.0588,33.9503,0.6527,0.1968,6.3917,7.5743,10.6855
L7-0601,MD-SERC-3,Listeria,L. monocytogenes,96,16,2902713,38.08,484403,163.244,PRJNA514286,SRR9845429,AAJADI000000000,L1,MD,38.8897,-76.5576,2.36,0.4058,0.2656,4.6887,5.278,6.2451,73.5301,1530.1213,0.1489,68.8308,164.6753,380.2359,69.4956,0.0118,47.5945,16.4852,19.2501,5.6379,,,,,20.8823,8.7153,7.429,0.0739,36.0435,0.7796,0.2112,6.6463,8.1819,11.0369
L7-0602,MD-SERC-3,Listeria,L. monocytogenes,57,19,2888754,37.87,432233,33.7016,PRJNA561882,SRR10019219,VTIR00000000,L2,MD,38.8897,-76.5576,2.36,0.4058,0.2656,4.6887,5.278,6.2451,73.5301,1530.1213,0.1489,68.8308,164.6753,380.2359,69.4956,0.0118,47.5945,16.4852,19.2501,5.6379,,,,,20.8823,8.7153,7.429,0.0739,36.0435,0.7796,0.2112,6.6463,8.1819,11.0369
L7-0605,MD-SERC-3,Listeria,L. booriae,S5039,28,3472877,42.02,280447,143.676,PRJNA561882,SRR11344135,JAASVU000000000,L12,MD,38.8897,-76.5576,2.36,0.4058,0.2656,4.6887,5.278,6.2451,73.5301,1530.1213,0.1489,68.8308,164.6753,380.2359,69.4956,0.0118,47.5945,16.4852,19.2501,5.6379,,,,,20.8823,8.7153,7.429,0.0739,36.0435,0.7796,0.2112,6.6463,8.1819,11.0369
L7-0609,MD-SERC-4,Listeria,L. monocytogenes,57,18,2888309,37.87,432235,171.111,PRJNA514286,SRR9845430,AAJADH000000000,L2,MD,38.8836,-76.5493,4.79,0.3039,0.1891,3.6677,4.304,6.4079,186.6226,425.1537,0.0552,309.632,64.4273,102.7531,10.9274,0.0162,35.2573,8.0085,22.3211,3.0953,,,,,27.1218,8.3146,6.5284,0.0583,32.0471,0.6735,0.1896,6.1397,7.6625,11.2645
L7-0617,MD-SERC-5,Listeria,L. seeligeri,7,57,2780562,37.4,95341,40.2617,PRJNA561882,SRR11344134,JAASVT000000000,L10,MD,38.8789,-76.5515,7.68,0.8632,0.9308,24.1775,3.757,35.0865,86.5607,238.0561,0.0,52.6984,293.8801,236.8667,4.3947,0.0031,93.1383,29.1404,57.1311,7.5181,,,,,26.8102,7.9768,5.7672,0.0554,32.0266,0.7133,0.1856,6.018,8.1362,12.3108
L7-0623,IN-RH-1,Listeria,L. monocytogenes,62,17,2908523,38.0,508587,45.2137,PRJNA561882,SRR10019220,VTIQ00000000,L1,IN,40.4046,-87.0719,197.8,0.1634,0.0854,1.9563,5.861,2.9445,15.3131,1121.7635,0.0184,1.8809,78.5808,182.9893,19.6148,0.0023,22.2776,3.753,6.0887,0.7108,66.575,-0.0061,-10.269,4.0621,1.8745,3.4965,1.551,0.0485,22.8875,0.0363,0.7037,7.5328,59.1659,2.7033
L7-0624,IN-RH-1,Listeria,L. monocytogenes,80,15,2877931,38.05,549936,61.6152,PRJNA561882,SRR10019221,VTIP00000000,L1,IN,40.4046,-87.0719,197.8,0.1634,0.0854,1.9563,5.861,2.9445,15.3131,1121.7635,0.0184,1.8809,78.5808,182.9893,19.6148,0.0023,22.2776,3.753,6.0887,0.7108,66.575,-0.0061,-10.269,4.0621,1.8745,3.4965,1.551,0.0485,22.8875,0.0363,0.7037,7.5328,59.1659,2.7033
L7-0625,IN-RH-1,Listeria,L. monocytogenes,234,15,2903460,38.0,514990,45.7647,PRJNA561882,SRR10019254,VTIO00000000,L1,IN,40.4046,-87.0719,197.8,0.1634,0.0854,1.9563,5.861,2.9445,15.3131,1121.7635,0.0184,1.8809,78.5808,182.9893,19.6148,0.0023,22.2776,3.753,6.0887,0.7108,66.575,-0.0061,-10.269,4.0621,1.8745,3.4965,1.551,0.0485,22.8875,0.0363,0.7037,7.5328,59.1659,2.7033
L7-0626,IN-RH-1,Listeria,L. monocytogenes,235,17,2885257,38.17,539205,65.9751,PRJNA561882,SRR10019252,VTIN00000000,L1,IN,40.4046,-87.0719,197.8,0.1634,0.0854,1.9563,5.861,2.9445,15.3131,1121.7635,0.0184,1.8809,78.5808,182.9893,19.6148,0.0023,22.2776,3.753,6.0887,0.7108,66.575,-0.0061,-10.269,4.0621,1.8745,3.4965,1.551,0.0485,22.8875,0.0363,0.7037,7.5328,59.1659,2.7033
L7-0627,IN-RH-1,Listeria,L. monocytogenes,236,18,2894325,37.96,482169,36.831,PRJNA561882,SRR10019222,VTIM00000000,L1,IN,40.4046,-87.0719,197.8,0.1634,0.0854,1.9563,5.861,2.9445,15.3131,1121.7635,0.0184,1.8809,78.5808,182.9893,19.6148,0.0023,22.2776,3.753,6.0887,0.7108,66.575,-0.0061,-10.269,4.0621,1.8745,3.4965,1.551,0.0485,22.8875,0.0363,0.7037,7.5328,59.1659,2.7033
L7-0629,IN-RH-1,Listeria,L. monocytogenes,192,16,2838182,38.07,497471,66.5512,PRJNA561882,SRR10019223,VTIL00000000,L1,IN,40.4046,-87.0719,197.8,0.1634,0.0854,1.9563,5.861,2.9445,15.3131,1121.7635,0.0184,1.8809,78.5808,182.9893,19.6148,0.0023,22.2776,3.753,6.0887,0.7108,66.575,-0.0061,-10.269,4.0621,1.8745,3.4965,1.551,0.0485,22.8875,0.0363,0.7037,7.5328,59.1659,2.7033
L7-0631,IN-RH-2,Listeria,L. monocytogenes,235,54,2964190,38.04,543297,56.0015,PRJNA561882,SRR10019224,VTIK00000000,L1,IN,40.4051,-87.0697,166.09,0.1759,0.1972,4.2865,7.69,3.7731,3.1608,6815.0529,0.0696,1.4157,103.7307,206.9086,18.2777,0.0122,28.0858,230.7853,9.8318,1.7163,66.575,-0.0061,-10.269,4.0621,1.9763,3.5632,1.6318,0.0518,22.9255,0.0388,0.7188,7.542,58.6936,2.858
L7-0633,IN-RH-2,Listeria,L. monocytogenes,62,15,2889907,38.02,473556,31.296,PRJNA561882,SRR10019251,VTIJ00000000,L1,IN,40.4051,-87.0697,166.09,0.1759,0.1972,4.2865,7.69,3.7731,3.1608,6815.0529,0.0696,1.4157,103.7307,206.9086,18.2777,0.0122,28.0858,230.7853,9.8318,1.7163,66.575,-0.0061,-10.269,4.0621,1.9763,3.5632,1.6318,0.0518,22.9255,0.0388,0.7188,7.542,58.6936,2.858
L7-0635,IN-RH-2,Listeria,L. monocytogenes,195,14,2842192,38.1,466968,40.0747,PRJNA561882,SRR10019250,VTII00000000,L1,IN,40.4051,-87.0697,166.09,0.1759,0.1972,4.2865,7.69,3.7731,3.1608,6815.0529,0.0696,1.4157,103.7307,206.9086,18.2777,0.0122,28.0858,230.7853,9.8318,1.7163,66.575,-0.0061,-10.269,4.0621,1.9763,3.5632,1.6318,0.0518,22.9255,0.0388,0.7188,7.542,58.6936,2.858
L7-0639,IN-RH-3,Listeria,L. monocytogenes,100,18,2863959,38.05,341202,32.4753,PRJNA561882,SRR10019225,VTIH00000000,L1,IN,40.4084,-87.0705,204.95,0.1506,0.0949,1.7357,5.753,2.6867,35.7895,761.8175,0.0446,12.3246,61.6694,214.1157,8.3937,-0.0006,26.4438,2.434,6.6352,0.7538,66.575,-0.0061,-10.269,4.0621,1.6164,3.7882,1.8704,0.0506,22.3106,0.0388,0.6977,8.2045,59.2682,2.1546
L7-0640,IN-RH-3,Listeria,L. monocytogenes,82,14,2904162,38.01,501155,41.9693,PRJNA561882,SRR10019226,VTIG00000000,L1,IN,40.4084,-87.0705,204.95,0.1506,0.0949,1.7357,5.753,2.6867,35.7895,761.8175,0.0446,12.3246,61.6694,214.1157,8.3937,-0.0006,26.4438,2.434,6.6352,0.7538,66.575,-0.0061,-10.269,4.0621,1.6164,3.7882,1.8704,0.0506,22.3106,0.0388,0.6977,8.2045,59.2682,2.1546
L7-0641,IN-RH-3,Listeria,L. monocytogenes,90,20,2979849,37.93,440171,39.0111,PRJNA561882,SRR10019227,VTIF00000000,L1,IN,40.4084,-87.0705,204.95,0.1506,0.0949,1.7357,5.753,2.6867,35.7895,761.8175,0.0446,12.3246,61.6694,214.1157,8.3937,-0.0006,26.4438,2.434,6.6352,0.7538,66.575,-0.0061,-10.269,4.0621,1.6164,3.7882,1.8704,0.0506,22.3106,0.0388,0.6977,8.2045,59.2682,2.1546
L7-0647,IN-RH-4,Listeria,L. monocytogenes,100,16,2859697,38.06,497078,35.9394,PRJNA561882,SRR10019249,VTIE00000000,L1,IN,40.4073,-87.0749,203.86,0.193,0.2435,4.3341,5.497,5.8676,51.6716,1211.1215,0.0,27.813,106.6319,329.542,26.1918,0.0028,35.8094,7.8517,12.0052,2.1508,66.575,-0.0061,-10.269,4.0621,1.5105,3.7089,1.6767,0.0365,21.7871,0.034,0.6681,7.9612,60.4857,2.1313
L7-0648,IN-RH-4,Listeria,L. monocytogenes,104,10,2913968,37.94,1469697,188.921,PRJNA514286,SRR9845427,AAJADF000000000,L1,IN,40.4073,-87.0749,203.86,0.193,0.2435,4.3341,5.497,5.8676,51.6716,1211.1215,0.0,27.813,106.6319,329.542,26.1918,0.0028,35.8094,7.8517,12.0052,2.1508,66.575,-0.0061,-10.269,4.0621,1.5105,3.7089,1.6767,0.0365,21.7871,0.034,0.6681,7.9612,60.4857,2.1313
L7-0649,IN-RH-4,Listeria,L. monocytogenes,62,16,2920622,38.03,500234,40.9535,PRJNA561882,SRR10019247,VTID00000000,L1,IN,40.4073,-87.0749,203.86,0.193,0.2435,4.3341,5.497,5.8676,51.6716,1211.1215,0.0,27.813,106.6319,329.542,26.1918,0.0028,35.8094,7.8517,12.0052,2.1508,66.575,-0.0061,-10.269,4.0621,1.5105,3.7089,1.6767,0.0365,21.7871,0.034,0.6681,7.9612,60.4857,2.1313
L7-0653,IN-RH-4,Listeria,L. monocytogenes,237,19,2866764,38.06,603304,61.9833,PRJNA561882,SRR10019246,VTIC00000000,L1,IN,40.4073,-87.0749,203.86,0.193,0.2435,4.3341,5.497,5.8676,51.6716,1211.1215,0.0,27.813,106.6319,329.542,26.1918,0.0028,35.8094,7.8517,12.0052,2.1508,66.575,-0.0061,-10.269,4.0621,1.5105,3.7089,1.6767,0.0365,21.7871,0.034,0.6681,7.9612,60.4857,2.1313
L7-0655,IN-RH-5,Listeria,L. monocytogenes,104,11,2857037,38.07,540509,65.8609,PRJNA561882,SRR10019245,VTIB00000000,L1,IN,40.4091,-87.079,204.28,0.3958,0.275,3.5206,6.328,5.0501,7.0181,2683.1096,0.0596,6.6681,228.7652,352.3629,15.2717,-0.0012,35.5643,26.3316,13.4391,1.7633,66.575,-0.0061,-10.269,4.0621,1.1797,3.6929,1.7762,0.0325,20.0438,0.034,0.6289,7.3923,63.4906,1.729
L7-0661,IN-EC-1,Listeria,L. monocytogenes,192,14,2818438,38.21,525069,68.6473,PRJNA561882,SRR10019244,VTIA00000000,L1,IN,39.8718,-86.2975,257.62,0.1923,0.186,3.1703,6.642,4.8729,6.1074,2538.9252,0.0274,1.2364,106.8678,325.5326,30.1693,0.001,33.1168,4.242,8.235,1.535,86.725,0.8348,-8.2384,3.9802,6.1945,22.2069,35.1304,0.0197,15.5045,0.0325,0.3106,5.484,14.6008,0.5161
L7-0662,IN-EC-1,Listeria,L. monocytogenes,238,14,2870493,38.1,529101,156.568,PRJNA561882,SRR10019243,VTHZ00000000,L1,IN,39.8718,-86.2975,257.62,0.1923,0.186,3.1703,6.642,4.8729,6.1074,2538.9252,0.0274,1.2364,106.8678,325.5326,30.1693,0.001,33.1168,4.242,8.235,1.535,86.725,0.8348,-8.2384,3.9802,6.1945,22.2069,35.1304,0.0197,15.5045,0.0325,0.3106,5.484,14.6008,0.5161
L7-0666,IN-EC-1,Listeria,L. monocytogenes,80,15,2835888,38.1,1432886,54.8322,PRJNA561882,SRR10019242,VTHY00000000,L1,IN,39.8718,-86.2975,257.62,0.1923,0.186,3.1703,6.642,4.8729,6.1074,2538.9252,0.0274,1.2364,106.8678,325.5326,30.1693,0.001,33.1168,4.242,8.235,1.535,86.725,0.8348,-8.2384,3.9802,6.1945,22.2069,35.1304,0.0197,15.5045,0.0325,0.3106,5.484,14.6008,0.5161
L7-0669,IN-EC-2,Listeria,L. monocytogenes,192,13,2863832,38.09,1474374,38.5571,PRJNA561882,SRR10019241,VTHX00000000,L1,IN,39.8763,-86.2971,252.28,0.1594,0.1844,3.0355,6.0,4.5835,15.8645,1658.9509,0.055,2.3288,89.1205,216.4666,27.4175,0.0023,31.5772,4.132,7.4019,1.6942,86.875,0.4297,-9.2942,3.9911,5.5636,21.4937,35.1176,0.0151,15.8885,0.033,0.3463,5.8807,15.1197,0.5417
L7-0672,IN-EC-2,Listeria,L. monocytogenes,80,13,2984664,37.94,1529410,81.1121,PRJNA561882,SRR10019240,VTHW00000000,L1,IN,39.8763,-86.2971,252.28,0.1594,0.1844,3.0355,6.0,4.5835,15.8645,1658.9509,0.055,2.3288,89.1205,216.4666,27.4175,0.0023,31.5772,4.132,7.4019,1.6942,86.875,0.4297,-9.2942,3.9911,5.5636,21.4937,35.1176,0.0151,15.8885,0.033,0.3463,5.8807,15.1197,0.5417
L7-0677,IN-EC-3,Listeria,L. monocytogenes,62,15,2874504,38.05,521978,37.8081,PRJNA561882,SRR10019239,VTHV00000000,L1,IN,39.8721,-86.2957,253.56,0.1258,0.1946,3.2748,6.41,4.9537,6.6569,1894.0501,0.0281,1.7744,98.523,246.8427,24.1727,-0.0023,32.4533,5.2139,7.6472,1.6922,86.725,0.8348,-8.2384,3.9802,5.4643,22.417,35.7283,0.0199,15.9507,0.0325,0.3015,5.395,14.1962,0.4945
L7-0678,IN-EC-3,Listeria,L. monocytogenes,239,12,2849605,38.08,501247,46.1455,PRJNA561882,SRR10019238,VTHU00000000,L1,IN,39.8721,-86.2957,253.56,0.1258,0.1946,3.2748,6.41,4.9537,6.6569,1894.0501,0.0281,1.7744,98.523,246.8427,24.1727,-0.0023,32.4533,5.2139,7.6472,1.6922,86.725,0.8348,-8.2384,3.9802,5.4643,22.417,35.7283,0.0199,15.9507,0.0325,0.3015,5.395,14.1962,0.4945
L7-0679,IN-EC-3,Listeria,L. seeligeri,122,51,2908897,37.21,310980,44.6597,PRJNA561882,SRR11344133,JAASVS000000000,L9,IN,39.8721,-86.2957,253.56,0.1258,0.1946,3.2748,6.41,4.9537,6.6569,1894.0501,0.0281,1.7744,98.523,246.8427,24.1727,-0.0023,32.4533,5.2139,7.6472,1.6922,86.725,0.8348,-8.2384,3.9802,5.4643,22.417,35.7283,0.0199,15.9507,0.0325,0.3015,5.395,14.1962,0.4945
L7-0680,IN-EC-3,Listeria,L. monocytogenes,240,16,2940154,38.03,477070,56.5906,PRJNA561882,SRR10019236,VTHT00000000,L1,IN,39.8721,-86.2957,253.56,0.1258,0.1946,3.2748,6.41,4.9537,6.6569,1894.0501,0.0281,1.7744,98.523,246.8427,24.1727,-0.0023,32.4533,5.2139,7.6472,1.6922,86.725,0.8348,-8.2384,3.9802,5.4643,22.417,35.7283,0.0199,15.9507,0.0325,0.3015,5.395,14.1962,0.4945
L7-0681,IN-EC-3,Listeria,L. seeligeri,12,44,2862885,37.2,119837,32.9047,PRJNA561882,SRR11344132,JAARWP000000000,L9,IN,39.8721,-86.2957,253.56,0.1258,0.1946,3.2748,6.41,4.9537,6.6569,1894.0501,0.0281,1.7744,98.523,246.8427,24.1727,-0.0023,32.4533,5.2139,7.6472,1.6922,86.725,0.8348,-8.2384,3.9802,5.4643,22.417,35.7283,0.0199,15.9507,0.0325,0.3015,5.395,14.1962,0.4945
L7-0683,IN-EC-3,Listeria,L. monocytogenes,100,11,2852617,38.09,480487,123.119,PRJNA561882,SRR10019235,VTHS00000000,L1,IN,39.8721,-86.2957,253.56,0.1258,0.1946,3.2748,6.41,4.9537,6.6569,1894.0501,0.0281,1.7744,98.523,246.8427,24.1727,-0.0023,32.4533,5.2139,7.6472,1.6922,86.725,0.8348,-8.2384,3.9802,5.4643,22.417,35.7283,0.0199,15.9507,0.0325,0.3015,5.395,14.1962,0.4945
L7-0685,IN-EC-5,Listeria,L. monocytogenes,82,15,2845090,38.14,484184,69.7368,PRJNA561882,SRR10019234,VTHR00000000,L1,IN,39.8699,-86.2971,254.68,0.1334,0.1535,2.7773,5.864,4.3423,38.0619,1263.1978,0.113,18.4573,91.2703,199.6605,25.8579,0.0012,31.1611,3.645,8.4097,1.4115,86.725,0.8348,-8.2384,3.9802,6.1791,22.4213,35.3415,0.022,15.5753,0.0317,0.3062,5.3314,14.269,0.5224
L7-0693,MN-BR-1,Listeria,L. welshimeri,16,19,2835607,36.23,389828,51.2908,PRJNA561882,SRR11344131,JAASVR000000000,L8,MN,46.8606,-96.4634,307.91,0.2576,0.35,4.4571,6.12,4.98,1.05,2687.65,0.02,0.82,96.68,348.55,9.61,0.02,26.72,9.84,8.12,0.59,10.7,-9.4765,-21.0394,3.4339,0.624,2.5746,1.1384,0.1566,1.3027,0.0464,0.5216,14.3557,64.3683,14.9118
L7-0699,MN-BR-2,Listeria,L. welshimeri,241,18,2860150,36.2,360690,42.5239,PRJNA561882,SRR11344130,JAASVQ000000000,L8,MN,46.8599,-96.4705,302.08,0.1802,0.2515,2.9028,6.29,3.84,1.75,1887.98,0.06,0.78,144.35,232.25,5.88,0.02,23.24,10.03,7.59,0.96,10.7,-9.4765,-21.0394,3.4339,0.5767,2.5957,1.1306,0.1492,1.1745,0.0229,0.4225,14.5583,64.7819,14.5877
L7-0705,MN-BR-3,Listeria,L. welshimeri,19,14,2776723,36.26,503959,85.2151,PRJNA561882,SRR11344129,JAASVP000000000,L8,MN,46.8641,-96.4763,296.88,0.1446,0.1589,1.9127,6.3,2.36,1.62,1477.44,0.03,0.52,87.83,209.97,5.45,0.02,18.68,5.26,6.15,0.44,10.7,-9.4765,-21.0394,3.4339,0.5793,2.5666,1.1085,0.1497,1.282,0.0185,0.3156,13.3716,66.3464,14.2617
L7-0708,MN-BR-3,Listeria,L. welshimeri,16,26,2841861,36.18,526428,41.0351,PRJNA561882,SRR11344128,JAASVO000000000,L8,MN,46.8641,-96.4763,296.88,0.1446,0.1589,1.9127,6.3,2.36,1.62,1477.44,0.03,0.52,87.83,209.97,5.45,0.02,18.68,5.26,6.15,0.44,10.7,-9.4765,-21.0394,3.4339,0.5793,2.5666,1.1085,0.1497,1.282,0.0185,0.3156,13.3716,66.3464,14.2617
L7-0711,MN-BR-4,Listeria,L. welshimeri,129,39,2738948,36.23,128978,34.7418,PRJNA561882,SRR11344001,JAASVN000000000,L8,MN,46.8688,-96.4786,295.78,0.277,0.4174,5.7054,6.24,6.88,2.49,2959.36,0.05,1.47,243.47,383.77,13.68,0.04,30.57,15.32,12.79,1.39,10.7,-9.4765,-21.0394,3.4339,0.6137,2.5984,1.2899,0.1484,1.0848,0.0183,0.3033,11.2528,68.2871,14.4034
L7-0713,MN-BR-4,Listeria,L. welshimeri,16,11,2750251,36.2,498966,42.2985,PRJNA561882,SRR11344000,JAASVM000000000,L8,MN,46.8688,-96.4786,295.78,0.277,0.4174,5.7054,6.24,6.88,2.49,2959.36,0.05,1.47,243.47,383.77,13.68,0.04,30.57,15.32,12.79,1.39,10.7,-9.4765,-21.0394,3.4339,0.6137,2.5984,1.2899,0.1484,1.0848,0.0183,0.3033,11.2528,68.2871,14.4034
L7-0717,MN-BR-5,Listeria,L. welshimeri,16,17,2896818,36.14,523217,39.858,PRJNA561882,SRR11343999,JAASVL000000000,L8,MN,46.8726,-96.4785,292.35,0.2988,0.3634,5.6462,7.42,6.75,1.04,9022.54,0.06,1.11,273.91,479.17,18.21,0.04,35.25,21.39,18.56,0.79,10.7,-9.4765,-21.0394,3.4339,0.7259,2.6364,1.4925,0.1701,0.9879,0.0182,0.2964,10.9482,68.1398,14.5848
L7-0719,MN-BR-5,Listeria,L. welshimeri,19,17,2729592,36.3,368506,54.3147,PRJNA561882,SRR11343998,JAASVK000000000,L8,MN,46.8726,-96.4785,292.35,0.2988,0.3634,5.6462,7.42,6.75,1.04,9022.54,0.06,1.11,273.91,479.17,18.21,0.04,35.25,21.39,18.56,0.79,10.7,-9.4765,-21.0394,3.4339,0.7259,2.6364,1.4925,0.1701,0.9879,0.0182,0.2964,10.9482,68.1398,14.5848
L7-0723,MN-MS-1,Listeria,L. seeligeri,24,29,2865145,37.19,213274,57.169,PRJNA561882,SRR11343997,JAASVJ000000000,L9,MN,46.5384,-95.9837,417.76,0.2243,0.1747,2.2328,5.52,2.64,2.58,1293.11,0.14,0.69,157.02,154.87,8.27,0.02,24.78,7.05,4.77,1.26,16.825,-9.5681,-21.4784,3.3141,23.072,3.6174,0.7997,0.0479,34.5229,0.0804,1.0998,14.3606,13.1762,9.2231
L7-0724,MN-MS-1,Listeria,L. seeligeri,12,86,2943532,37.17,222864,176.47,PRJNA561882,SRR11343996,JAASVI000000000,L9,MN,46.5384,-95.9837,417.76,0.2243,0.1747,2.2328,5.52,2.64,2.58,1293.11,0.14,0.69,157.02,154.87,8.27,0.02,24.78,7.05,4.77,1.26,16.825,-9.5681,-21.4784,3.3141,23.072,3.6174,0.7997,0.0479,34.5229,0.0804,1.0998,14.3606,13.1762,9.2231
L7-0729,MN-MS-3,Listeria,L. booriae,S5040,30,3359282,41.72,268002,46.8739,PRJNA561882,SRR11343995,JAASVH000000000,L12,MN,46.5419,-95.9819,421.03,0.2803,0.279,3.3421,6.24,4.19,1.53,1862.8,0.05,0.76,215.77,265.68,6.73,0.02,29.09,20.81,6.73,1.6,16.825,-9.5681,-21.4784,3.3141,22.3544,3.6528,0.7564,0.0472,34.3742,0.0974,1.0913,14.8647,13.4789,9.2826
L7-0735,MN-MS-5,Listeria,L. welshimeri,19,14,2779927,36.29,578706,202.294,PRJNA561882,SRR11343994,JAARWO000000000,L8,MN,46.5406,-95.9684,430.36,0.2553,0.3254,3.9181,6.41,4.9,3.2,2454.85,0.05,1.21,182.02,292.33,17.66,0.03,34.32,15.31,8.69,2.97,16.825,-9.5681,-21.4784,3.3141,20.3502,3.7729,0.6691,0.0357,37.5328,0.0957,1.1917,14.6651,12.6935,8.9934
L7-0737,MN-MS-5,Listeria,L. welshimeri,16,18,2728229,36.29,375226,66.7598,PRJNA561882,SRR11343993,JAASVG000000000,L8,MN,46.5406,-95.9684,430.36,0.2553,0.3254,3.9181,6.41,4.9,3.2,2454.85,0.05,1.21,182.02,292.33,17.66,0.03,34.32,15.31,8.69,2.97,16.825,-9.5681,-21.4784,3.3141,20.3502,3.7729,0.6691,0.0357,37.5328,0.0957,1.1917,14.6651,12.6935,8.9934
L7-0741,MN-MS-4,Listeria,L. grandensis,S5041,47,3434877,41.9,126344,42.0148,PRJNA561882,SRR11343992,JAARWN000000000,-,MN,46.5422,-95.9749,423.17,0.3515,0.3504,4.6908,6.73,6.8,1.85,4198.77,0.04,0.98,238.7,315.9,12.85,0.03,31.94,33.08,7.57,1.82,16.825,-9.5681,-21.4784,3.3141,20.8224,3.8034,0.7373,0.042,36.5258,0.1069,1.12,14.5251,13.0998,9.2173
L7-0745,OR-MR-1,Listeria,L. monocytogenes,67,18,2962139,37.84,465323,221.236,PRJNA514286,SRR9845428,AAJADD000000000,L3,OR,45.298,-122.7185,19.71,0.928,0.1504,2.3644,5.21,5.2,99.64,3088.28,0.62,284.7,119.29,753.37,42.72,0.05,87.34,7.72,62.91,1.87,168.7,7.8623,1.0142,3.1919,4.2278,7.0819,22.7265,0.1828,12.5317,1.114,0.4833,31.5913,11.972,8.0887
L7-0748,OR-MR-1,Listeria,L. seeligeri,28,27,2853003,37.33,303863,54.1143,PRJNA561882,SRR11343990,JAASVF000000000,L10,OR,45.298,-122.7185,19.71,0.928,0.1504,2.3644,5.21,5.2,99.64,3088.28,0.62,284.7,119.29,753.37,42.72,0.05,87.34,7.72,62.91,1.87,168.7,7.8623,1.0142,3.1919,4.2278,7.0819,22.7265,0.1828,12.5317,1.114,0.4833,31.5913,11.972,8.0887
L7-0751,NM-GNF-5,Listeria,L. grayi,S5042,23,2765138,41.5,386710,58.1162,PRJNA561882,SRR11343989,JAASVE000000000,-,NM,33.516,-108.9064,1682.22,0.0634,0.0321,0.5377,7.42,1.83,20.6,7125.06,0.07,0.55,202.76,528.5,1.93,0.04,38.46,6.46,3.91,0.17,71.675,8.7452,-8.0458,1.9221,0.0002,0.2168,0.1715,0.0,50.8671,48.0667,0.4764,0.0,0.0,0.2013
L7-0755,OH-MSF-1,Listeria,L. monocytogenes,137,13,2899141,38.09,1458171,69.2272,PRJNA561882,SRR10019233,VTHQ00000000,L1,OH,40.6137,-82.3179,308.47,0.2836,0.1928,2.0869,5.13,3.54,77.22,749.07,0.18,22.84,115.55,154.56,20.18,0.04,32.3,4.2,9.84,1.52,72.275,0.7535,-10.0165,4.2869,1.9935,5.1601,1.2295,0.0514,59.8628,0.1482,0.2806,14.7321,16.2146,0.3272
L7-0763,OH-MSF-2,Listeria,L. monocytogenes,137,14,2908761,38.05,491628,32.2036,PRJNA561882,SRR10019232,VTHP00000000,L1,OH,40.6213,-82.3264,350.39,0.2646,0.2226,2.8897,5.09,4.23,48.69,1067.63,0.1,7.65,143.25,164.18,37.93,0.03,28.95,4.51,8.12,2.8,72.275,0.7535,-10.0165,4.2869,2.3908,5.2555,1.3329,0.0506,58.0847,0.1471,0.2877,14.883,17.1485,0.4191
L7-0764,OH-MSF-2,Listeria,L. monocytogenes,192,11,2866461,38.05,571988,76.05,PRJNA561882,SRR10019231,VTHO00000000,L1,OH,40.6213,-82.3264,350.39,0.2646,0.2226,2.8897,5.09,4.23,48.69,1067.63,0.1,7.65,143.25,164.18,37.93,0.03,28.95,4.51,8.12,2.8,72.275,0.7535,-10.0165,4.2869,2.3908,5.2555,1.3329,0.0506,58.0847,0.1471,0.2877,14.883,17.1485,0.4191
